id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
Rhap_M0013-2,1,12,vous,vous,1,y,"ben, pour, euh, aller à la gare, vous allez, euh, vous éloigner du tram en, en longeant, euh, le, le cinéma."
Rhap_M0013-2,1,17,vous,vous,5,y,"ben, pour, euh, aller à la gare, vous allez, euh, vous éloigner du tram en, en longeant, euh, le, le cinéma."
Rhap_M0013-3,2,9,vous,vous,1,y,"et, euh, donc, euh, vous suivez cette avenue, euh, tout le long."
Rhap_M0013-4,3,10,vous,vous,1,y,"elle fait un petit coude à un moment, vous verrez."
Rhap_M0013-5,4,7,vous,vous,1,y,"et, euh, donc, vous passez à côté de la poste, et caetera."
Rhap_M0013-6,5,8,vous,vous,1,y,"et au bout d'un temps, vous allez arriver sur une grande place avec une fontaine au milieu."
Rhap_M0013-7,6,5,Victor,Victor,2,y,c'est la place Victor Hugo.
Rhap_M0013-8,7,9,vous,vous,5,y,"et, euh, donc, euh, vous rencontrez à ce moment-là le, le tram que vous pouvez longer, que vous pouvez suivre, euh, en prenant à gauche."
Rhap_M0013-8,7,18,tram,tram,4,n,"et, euh, donc, euh, vous rencontrez à ce moment-là le, le tram que vous pouvez longer, que vous pouvez suivre, euh, en prenant à gauche."
Rhap_M0013-8,7,20,vous,vous,5,y,"et, euh, donc, euh, vous rencontrez à ce moment-là le, le tram que vous pouvez longer, que vous pouvez suivre, euh, en prenant à gauche."
Rhap_M0013-8,7,25,vous,vous,5,y,"et, euh, donc, euh, vous rencontrez à ce moment-là le, le tram que vous pouvez longer, que vous pouvez suivre, euh, en prenant à gauche."
Rhap_M0013-9,8,8,vous,vous,1,y,"et à ce moment-là, si vous le, euh, si vous suivez les rails, vous allez arriver, euh, à peu près, euh, je sais pas combien de temps, à peu près, euh, ça doit être cinq-cents, peut-être, oh, un petit kilomètre plus loin, vous allez arriver à la gare."
Rhap_M0013-9,8,14,vous,vous,1,y,"et à ce moment-là, si vous le, euh, si vous suivez les rails, vous allez arriver, euh, à peu près, euh, je sais pas combien de temps, à peu près, euh, ça doit être cinq-cents, peut-être, oh, un petit kilomètre plus loin, vous allez arriver à la gare."
Rhap_M0013-9,8,19,vous,vous,1,y,"et à ce moment-là, si vous le, euh, si vous suivez les rails, vous allez arriver, euh, à peu près, euh, je sais pas combien de temps, à peu près, euh, ça doit être cinq-cents, peut-être, oh, un petit kilomètre plus loin, vous allez arriver à la gare."
Rhap_M0013-9,8,31,je,moi,5,y,"et à ce moment-là, si vous le, euh, si vous suivez les rails, vous allez arriver, euh, à peu près, euh, je sais pas combien de temps, à peu près, euh, ça doit être cinq-cents, peut-être, oh, un petit kilomètre plus loin, vous allez arriver à la gare."
Rhap_M0013-9,8,61,vous,vous,1,y,"et à ce moment-là, si vous le, euh, si vous suivez les rails, vous allez arriver, euh, à peu près, euh, je sais pas combien de temps, à peu près, euh, ça doit être cinq-cents, peut-être, oh, un petit kilomètre plus loin, vous allez arriver à la gare."
Rhap_M0013-11,10,1,vous,vous,5,y,"vous le verrez, euh, sans problème."
Rhap_M0013-12,11,1,vous,vous,5,y,"vous connaissez déjà un peu, ou… ?"
