id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
Rhap_M0024-1,0,12,fille,fille,71,y,"euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans."
Rhap_M0024-1,0,35,livreur,livreur,4,y,"euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans."
Rhap_M0024-1,0,46,baguette,baguette,4,n,"euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans."
Rhap_M0024-1,0,53,Charlot,Charlot,6,y,"euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans."
Rhap_M0024-2,1,14,passante,passant,5,y,"euh, dans la confusion, donc, une, euh, une passante a dénoncé la jeune fille au livreur qui a couru après la jeune fille, euh."
Rhap_M0024-2,1,19,fille,fille,1,y,"euh, dans la confusion, donc, une, euh, une passante a dénoncé la jeune fille au livreur qui a couru après la jeune fille, euh."
Rhap_M0024-2,1,21,livreur,livreur,4,y,"euh, dans la confusion, donc, une, euh, une passante a dénoncé la jeune fille au livreur qui a couru après la jeune fille, euh."
Rhap_M0024-2,1,28,fille,fille,1,y,"euh, dans la confusion, donc, une, euh, une passante a dénoncé la jeune fille au livreur qui a couru après la jeune fille, euh."
Rhap_M0024-3,2,2,policiers,policier,1,y,"les policiers sont arrivés en raison du, du, du vacarme, je p~, je pense."
Rhap_M0024-3,2,14,je,moi,1,y,"les policiers sont arrivés en raison du, du, du vacarme, je p~, je pense."
Rhap_M0024-3,2,17,je,moi,5,y,"les policiers sont arrivés en raison du, du, du vacarme, je p~, je pense."
Rhap_M0024-4,3,5,Charlot,Charlot,2,y,"et, euh, Charlot s'est accusé plutôt que de laisser la jeune fille s'accuser."
Rhap_M0024-4,3,15,fille,fille,1,y,"et, euh, Charlot s'est accusé plutôt que de laisser la jeune fille s'accuser."
Rhap_M0024-5,4,5,ça,ça,4,y,"et, euh, ça s'arrête lorsque la passante, euh, indique au livreur que c'était bien la jeune fille qui avait volé le pain et pas le jeune homme."
Rhap_M0024-5,4,10,passante,passant,1,y,"et, euh, ça s'arrête lorsque la passante, euh, indique au livreur que c'était bien la jeune fille qui avait volé le pain et pas le jeune homme."
Rhap_M0024-5,4,16,livreur,livreur,4,y,"et, euh, ça s'arrête lorsque la passante, euh, indique au livreur que c'était bien la jeune fille qui avait volé le pain et pas le jeune homme."
Rhap_M0024-5,4,18,c',ce,40,y,"et, euh, ça s'arrête lorsque la passante, euh, indique au livreur que c'était bien la jeune fille qui avait volé le pain et pas le jeune homme."
Rhap_M0024-5,4,23,fille,fille,71,y,"et, euh, ça s'arrête lorsque la passante, euh, indique au livreur que c'était bien la jeune fille qui avait volé le pain et pas le jeune homme."
Rhap_M0024-5,4,28,pain,pain,4,n,"et, euh, ça s'arrête lorsque la passante, euh, indique au livreur que c'était bien la jeune fille qui avait volé le pain et pas le jeune homme."
Rhap_M0024-5,4,33,homme,homme,1,y,"et, euh, ça s'arrête lorsque la passante, euh, indique au livreur que c'était bien la jeune fille qui avait volé le pain et pas le jeune homme."
