id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
Rhap_M2005-2,1,13,utilisateurs,utilisateur,1,y,il n'y a qu'à voir les soixante-cinq millions d'utilisateurs de Facebook.
Rhap_M2005-3,2,3,-vous,vous,5,y,"mais connaissez-vous les sites, euh, sociaux spécialisés ?"
Rhap_M2005-4,3,22,amis,ami,1,y,"il existe, en effet, des sites communautaires qui permettent de communiquer avec des amis ou de faire des rencontres dans des cercles très fermés."
Rhap_M2005-5,4,1,on,on,5,y,"on peut citer, par exemple, le site A Small World."
Rhap_M2005-6,5,2,serveur,serveur,1,n,ce serveur américain est une sorte de club VIP réservé à la jet set.
Rhap_M2005-7,6,9,gens,gens,1,y,"A Small World compte parmi ses membres des gens comme Quentin Tarantino ou l'incontournable Paris Hilton, ou encore l'indéboulonnable Massimo Gargia."
Rhap_M2005-7,6,11,Quentin,Quentin,2,y,"A Small World compte parmi ses membres des gens comme Quentin Tarantino ou l'incontournable Paris Hilton, ou encore l'indéboulonnable Massimo Gargia."
Rhap_M2005-7,6,16,Paris,Paris,10,y,"A Small World compte parmi ses membres des gens comme Quentin Tarantino ou l'incontournable Paris Hilton, ou encore l'indéboulonnable Massimo Gargia."
Rhap_M2005-7,6,23,Massimo,Massimo,12,y,"A Small World compte parmi ses membres des gens comme Quentin Tarantino ou l'incontournable Paris Hilton, ou encore l'indéboulonnable Massimo Gargia."
Rhap_M2005-9,8,20,gens,gens,1,y,"n'espérez pas y entrer pour, euh, pouvoir tchater ou échanger vos photos de vacances avec ces gens-là."
Rhap_M2005-10,9,4,internet,internet,4,n,"car même si internet rapproche le monde, A Small World est accessible uniquement sur invitation."
Rhap_M2005-12,11,14,on,on,5,y,"en France, moins branché mais plus accessible au commun des mortels, on peut citer ziki point com, Z I K I, un site communautaire dont le but est de vous aider à créer une identité numérique."
Rhap_M2005-12,11,34,vous,vous,1,y,"en France, moins branché mais plus accessible au commun des mortels, on peut citer ziki point com, Z I K I, un site communautaire dont le but est de vous aider à créer une identité numérique."
Rhap_M2005-13,12,8,on,on,1,y,"eh, oui, pour éviter qu'on dise n'importe quoi à propos de vous sur internet, mieux vaut prendre les devants et diffuser vous-même les infos qui vous concernent."
Rhap_M2005-13,12,16,vous,vous,1,y,"eh, oui, pour éviter qu'on dise n'importe quoi à propos de vous sur internet, mieux vaut prendre les devants et diffuser vous-même les infos qui vous concernent."
Rhap_M2005-13,12,31,vous,vous,5,y,"eh, oui, pour éviter qu'on dise n'importe quoi à propos de vous sur internet, mieux vaut prendre les devants et diffuser vous-même les infos qui vous concernent."
Rhap_M2005-15,14,13,familles,famille,1,y,"Famibook est une sorte de Facebook cent pour cent français réservé aux familles pour partager vos photos, vos vidéos ou encore un, un agenda avec vos parents, vos cousins ou vos tontons."
Rhap_M2005-15,14,32,cousins,cousin,1,y,"Famibook est une sorte de Facebook cent pour cent français réservé aux familles pour partager vos photos, vos vidéos ou encore un, un agenda avec vos parents, vos cousins ou vos tontons."
Rhap_M2005-15,14,35,tontons,tonton,11,y,"Famibook est une sorte de Facebook cent pour cent français réservé aux familles pour partager vos photos, vos vidéos ou encore un, un agenda avec vos parents, vos cousins ou vos tontons."
Rhap_M2005-17,16,11,grand,grand,1,y,"par exemple, pour organiser l'anniversaire de votre arrière-grand-mère, il suffit de donner le code d'accès à tous les membres de votre famille et de vous retrouver tous ensemble sur Famibook point com."
Rhap_M2005-17,16,12,mère,mère,1,n,"par exemple, pour organiser l'anniversaire de votre arrière-grand-mère, il suffit de donner le code d'accès à tous les membres de votre famille et de vous retrouver tous ensemble sur Famibook point com."
Rhap_M2005-17,16,28,famille,famille,1,y,"par exemple, pour organiser l'anniversaire de votre arrière-grand-mère, il suffit de donner le code d'accès à tous les membres de votre famille et de vous retrouver tous ensemble sur Famibook point com."
Rhap_M2005-17,16,31,vous,vous,1,y,"par exemple, pour organiser l'anniversaire de votre arrière-grand-mère, il suffit de donner le code d'accès à tous les membres de votre famille et de vous retrouver tous ensemble sur Famibook point com."
Rhap_M2005-18,17,17,amateurs,amateur,1,y,"d'autres réseaux sociaux thématiques devraient voir le jour prochainement, notamment un site pour les amateurs de sport et un autre pour les clubbers branchés."
Rhap_M2005-18,17,22,autre,autre,1,n,"d'autres réseaux sociaux thématiques devraient voir le jour prochainement, notamment un site pour les amateurs de sport et un autre pour les clubbers branchés."
