id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
Rhap_M2004-1,0,5,je,moi,5,y,"mes chers compatriotes, je voudrais d'abord exprimer ma sympathie à toutes celles et à tous ceux qui vivent ces derniers jours de mille neuf cent quatre-vingt-dix-neuf dans l'épreuve."
Rhap_M2004-2,1,1,je,moi,5,y,je pense aux nombreuses victimes de la tempête et à toutes les familles endeuillées dont nous partageons la peine.
Rhap_M2004-2,1,5,victimes,victime,1,y,je pense aux nombreuses victimes de la tempête et à toutes les familles endeuillées dont nous partageons la peine.
Rhap_M2004-2,1,13,familles,famille,1,y,je pense aux nombreuses victimes de la tempête et à toutes les familles endeuillées dont nous partageons la peine.
Rhap_M2004-2,1,16,nous,nous,1,y,je pense aux nombreuses victimes de la tempête et à toutes les familles endeuillées dont nous partageons la peine.
Rhap_M2004-3,2,1,je,moi,5,y,"je pense à nos concitoyens cruellement touchés dans leur vie quotidienne, à ceux dont les biens ont été détruits, à ceux qui craignent pour leur activité et leur emploi, à ceux qui souffrent de voir notre patrimoine, notre littoral, nos forêts, nos monuments défigurés."
Rhap_M2004-3,2,5,concitoyens,concitoyen,1,y,"je pense à nos concitoyens cruellement touchés dans leur vie quotidienne, à ceux dont les biens ont été détruits, à ceux qui craignent pour leur activité et leur emploi, à ceux qui souffrent de voir notre patrimoine, notre littoral, nos forêts, nos monuments défigurés."
Rhap_M2004-3,2,34,ceux,celui,70,y,"je pense à nos concitoyens cruellement touchés dans leur vie quotidienne, à ceux dont les biens ont été détruits, à ceux qui craignent pour leur activité et leur emploi, à ceux qui souffrent de voir notre patrimoine, notre littoral, nos forêts, nos monuments défigurés."
Rhap_M2004-4,3,1,je,moi,5,y,"je vous redis mon émotion, mais aussi ma fierté devant l'exceptionnel élan de solidarité qui anime tant de bénévoles et d'associations mobilisés aux côtés des services publics, civils et militaires, et des élus."
Rhap_M2004-4,3,2,vous,vous,5,y,"je vous redis mon émotion, mais aussi ma fierté devant l'exceptionnel élan de solidarité qui anime tant de bénévoles et d'associations mobilisés aux côtés des services publics, civils et militaires, et des élus."
Rhap_M2004-4,3,19,tant,tant,4,y,"je vous redis mon émotion, mais aussi ma fierté devant l'exceptionnel élan de solidarité qui anime tant de bénévoles et d'associations mobilisés aux côtés des services publics, civils et militaires, et des élus."
Rhap_M2004-4,3,34,militaires,militaire,1,y,"je vous redis mon émotion, mais aussi ma fierté devant l'exceptionnel élan de solidarité qui anime tant de bénévoles et d'associations mobilisés aux côtés des services publics, civils et militaires, et des élus."
Rhap_M2004-4,3,38,élus,élu,1,y,"je vous redis mon émotion, mais aussi ma fierté devant l'exceptionnel élan de solidarité qui anime tant de bénévoles et d'associations mobilisés aux côtés des services publics, civils et militaires, et des élus."
Rhap_M2004-5,4,6,nous,nous,5,y,"en ces heures difficiles, nous ressentons profondément la fragilité des choses, la précarité de ce qui nous semblait acquis."
Rhap_M2004-5,4,19,nous,nous,1,y,"en ces heures difficiles, nous ressentons profondément la fragilité des choses, la précarité de ce qui nous semblait acquis."
Rhap_M2004-6,5,1,nous,nous,5,y,nous voyons combien tout peut être parfois remis en cause du fait de l'inconscience des hommes ou du déchaînement des éléments naturels.
Rhap_M2004-6,5,17,hommes,homme,1,y,nous voyons combien tout peut être parfois remis en cause du fait de l'inconscience des hommes ou du déchaînement des éléments naturels.
Rhap_M2004-7,6,1,nous,nous,5,y,"nous mesurons aussi l'importance du rôle de l'État, dans notre société, un État sur lequel pèsent des responsabilités essentielles, le service public, la sécurité, la solidarité, un État auquel il appartient de prévoir, de faire face, d'assurer la coordination des moyens du pays."
Rhap_M2004-8,7,1,nous,nous,5,y,"nous mesurons surtout le prix de l'aide fraternelle, du soutien spontané, de la main tendue qui sont le ciment même de la nation."
Rhap_M2004-9,8,6,nous,nous,1,y,"au moment où, où nous touchons aux portes de l'an deux mille, rien n'est décidément plus moderne, plus nécessaire, plus solide que le sentiment d'appartenir à une même communauté et d'être responsables les uns des autres."
Rhap_M2004-9,8,36,communauté,communauté,1,y,"au moment où, où nous touchons aux portes de l'an deux mille, rien n'est décidément plus moderne, plus nécessaire, plus solide que le sentiment d'appartenir à une même communauté et d'être responsables les uns des autres."
Rhap_M2004-9,8,44,autres,autre,1,y,"au moment où, où nous touchons aux portes de l'an deux mille, rien n'est décidément plus moderne, plus nécessaire, plus solide que le sentiment d'appartenir à une même communauté et d'être responsables les uns des autres."
Rhap_M2004-10,9,2,France,France,4,y,la France blessée veut se retrouver rassemblée et fraternelle.
Rhap_M2004-11,10,4,compatriotes,compatriote,4,y,"parce que nos compatriotes ont toujours su dans l'épreuve faire parler leur cœur, je voudrais dire merci, à tous les Français."
Rhap_M2004-11,10,16,je,moi,5,y,"parce que nos compatriotes ont toujours su dans l'épreuve faire parler leur cœur, je voudrais dire merci, à tous les Français."
Rhap_M2004-12,11,4,nous,nous,5,y,"ce soir, nous vivons ensemble un moment fort et singulier."
Rhap_M2004-14,13,1,je,moi,1,y,"je suis sûr que beaucoup d'entre vous vont vivre ces instants avec un peu d'émotion, un peu d'étonnement, une certaine appréhension parfois née du sentiment que s'achève une époque dont on possédait les clés, dont on maîtrisait les règles et les habitudes."
Rhap_M2004-14,13,8,vous,vous,1,y,"je suis sûr que beaucoup d'entre vous vont vivre ces instants avec un peu d'émotion, un peu d'étonnement, une certaine appréhension parfois née du sentiment que s'achève une époque dont on possédait les clés, dont on maîtrisait les règles et les habitudes."
Rhap_M2004-14,13,37,on,on,1,y,"je suis sûr que beaucoup d'entre vous vont vivre ces instants avec un peu d'émotion, un peu d'étonnement, une certaine appréhension parfois née du sentiment que s'achève une époque dont on possédait les clés, dont on maîtrisait les règles et les habitudes."
Rhap_M2004-14,13,43,on,on,5,y,"je suis sûr que beaucoup d'entre vous vont vivre ces instants avec un peu d'émotion, un peu d'étonnement, une certaine appréhension parfois née du sentiment que s'achève une époque dont on possédait les clés, dont on maîtrisait les règles et les habitudes."
Rhap_M2004-14,13,46,règles,règle,4,y,"je suis sûr que beaucoup d'entre vous vont vivre ces instants avec un peu d'émotion, un peu d'étonnement, une certaine appréhension parfois née du sentiment que s'achève une époque dont on possédait les clés, dont on maîtrisait les règles et les habitudes."
Rhap_M2004-14,13,49,habitudes,habitude,10,y,"je suis sûr que beaucoup d'entre vous vont vivre ces instants avec un peu d'émotion, un peu d'étonnement, une certaine appréhension parfois née du sentiment que s'achève une époque dont on possédait les clés, dont on maîtrisait les règles et les habitudes."
Rhap_M2004-15,14,1,je,moi,1,y,je comprends ces mouvements de l'âme.
Rhap_M2004-16,15,3,j',moi,1,y,"pourtant, j'ai confiance."
Rhap_M2004-17,16,2,France,France,4,y,la France franchira les obstacles comme elle l'a toujours fait au long de son histoire pour peu qu'elle soit fidèle à elle-même.
Rhap_M2004-18,17,12,je,moi,1,y,"même si le passé est bien présent dans notre mémoire, je ne m'attarderai pas sur le siècle qui s'achève, siècle de progrès sans précédent pour la santé, l'éducation, les conditions de vie, pour les libertés, la vie démocratique, la situation des femmes, les solidarités, mais aussi siècle d'horreur, de tragédies, de convulsions qui a vu deux guerres mondiales, le goulag, les dictatures totalitaires et la Shoah."
Rhap_M2004-18,17,14,m',moi,1,y,"même si le passé est bien présent dans notre mémoire, je ne m'attarderai pas sur le siècle qui s'achève, siècle de progrès sans précédent pour la santé, l'éducation, les conditions de vie, pour les libertés, la vie démocratique, la situation des femmes, les solidarités, mais aussi siècle d'horreur, de tragédies, de convulsions qui a vu deux guerres mondiales, le goulag, les dictatures totalitaires et la Shoah."
Rhap_M2004-18,17,52,femmes,femme,1,y,"même si le passé est bien présent dans notre mémoire, je ne m'attarderai pas sur le siècle qui s'achève, siècle de progrès sans précédent pour la santé, l'éducation, les conditions de vie, pour les libertés, la vie démocratique, la situation des femmes, les solidarités, mais aussi siècle d'horreur, de tragédies, de convulsions qui a vu deux guerres mondiales, le goulag, les dictatures totalitaires et la Shoah."
Rhap_M2004-18,17,59,siècle,siècle,70,y,"même si le passé est bien présent dans notre mémoire, je ne m'attarderai pas sur le siècle qui s'achève, siècle de progrès sans précédent pour la santé, l'éducation, les conditions de vie, pour les libertés, la vie démocratique, la situation des femmes, les solidarités, mais aussi siècle d'horreur, de tragédies, de convulsions qui a vu deux guerres mondiales, le goulag, les dictatures totalitaires et la Shoah."
Rhap_M2004-19,18,20,enfants,enfant,1,y,"mais ce soir, ce qui importe, c'est l'avenir, notre avenir, celui de nos enfants."
Rhap_M2004-20,19,14,nous,nous,5,y,"le progrès va se poursuivre avec ses hésitations, avec ses limites que nous mesurons bien face aux évènements récents qui nous invitent à l'humilité."
