id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
Rhap_M0023-1,0,13,fille,fille,1,y,"alors, euh, il y a une, euh, jeune fille, euh, qui…"
Rhap_M0023-2,1,4,j',moi,1,y,"en abord, j'ai commencé."
Rhap_M0023-4,3,9,boulanger,boulanger,1,y,"et en fait, c'est pour un boulanger."
Rhap_M0023-5,4,3,on,on,1,y,"donc, on voit, on le voit sortir, euh, du pain, des brioches, des trucs comme ça."
Rhap_M0023-5,4,6,on,on,1,y,"donc, on voit, on le voit sortir, euh, du pain, des brioches, des trucs comme ça."
Rhap_M0023-6,5,14,fille,fille,1,y,"et en fait, euh, ouais, il y a la jeune fille."
Rhap_M0023-7,6,6,fille,fille,1,y,"il y a une jeune fille qui est, qui a l'air pauvre, qui a juste, euh, juste un mor~, un morceau de tissu comme habit et qui, euh, et qui voit, euh, qui voit ça passer."
Rhap_M0023-8,7,12,elle,lui,4,y,"et donc, elle se dit, eh, bah, elle peut récupérer, elle pourra récupérer quelque chose."
Rhap_M0023-8,7,16,elle,lui,4,y,"et donc, elle se dit, eh, bah, elle peut récupérer, elle pourra récupérer quelque chose."
Rhap_M0023-9,8,13,baguette,baguette,4,n,"donc, elle va voler, en fait, un, une baguette."
Rhap_M0023-12,11,16,Charlot,Charlot,2,y,"et, euh, en fait, il y a Ch~, il y a Charlot qui arrive à ce moment-là."
Rhap_M0023-13,12,8,ils,eux,4,y,"et, euh, ils se, ils se rencontrent."
Rhap_M0023-13,12,9,se,soi,4,y,"et, euh, ils se, ils se rencontrent."
Rhap_M0023-18,17,12,boulanger,boulanger,5,y,"et c'est à ce moment-là que le, le boulanger voit que la baguette a disparu."
Rhap_M0023-20,19,3,moi,moi,1,y,"ouais, moi, je pense qu'en fait, il voit, d'abord, la, la jeune fille partir."
Rhap_M0023-20,19,5,je,moi,5,y,"ouais, moi, je pense qu'en fait, il voit, d'abord, la, la jeune fille partir."
Rhap_M0023-20,19,21,fille,fille,1,y,"ouais, moi, je pense qu'en fait, il voit, d'abord, la, la jeune fille partir."
Rhap_M0023-22,21,17,Charlot,Charlot,6,y,"et, euh, en fait, euh, bon, XXX forcément, euh, Charlot, comme ils se sont rencontrés tous les deux, Charlot a récupéré la, la baguette."
Rhap_M0023-22,21,20,ils,eux,4,y,"et, euh, en fait, euh, bon, XXX forcément, euh, Charlot, comme ils se sont rencontrés tous les deux, Charlot a récupéré la, la baguette."
Rhap_M0023-22,21,21,se,soi,4,y,"et, euh, en fait, euh, bon, XXX forcément, euh, Charlot, comme ils se sont rencontrés tous les deux, Charlot a récupéré la, la baguette."
Rhap_M0023-22,21,28,Charlot,Charlot,2,y,"et, euh, en fait, euh, bon, XXX forcément, euh, Charlot, comme ils se sont rencontrés tous les deux, Charlot a récupéré la, la baguette."
Rhap_M0023-24,23,2,policier,policier,1,y,"le policier, euh."
Rhap_M0023-26,25,9,boulanger,boulanger,1,y,"alors le, euh, euh, le boulanger a dit au policier qu'en fait, c'est la fille."
Rhap_M0023-26,25,13,policier,policier,1,y,"alors le, euh, euh, le boulanger a dit au policier qu'en fait, c'est la fille."
Rhap_M0023-26,25,18,c',ce,40,y,"alors le, euh, euh, le boulanger a dit au policier qu'en fait, c'est la fille."
Rhap_M0023-26,25,21,fille,fille,1,y,"alors le, euh, euh, le boulanger a dit au policier qu'en fait, c'est la fille."
Rhap_M0023-27,26,7,Charlot,Charlot,2,y,"mais en fait, euh, Charlot va dire, en fait, que c'est lui qui les, euh, qui l'a pris puisqu'il l'a dans la main."
Rhap_M0023-28,27,5,policiers,policier,1,y,"et finalement, les policiers vont l'arrêter."
