id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
Rhap_M2003-1,0,7,Jésus,Jésus,2,y,"c'est la première journée de Jésus que nous venons d'entendre, la première journée où il manifeste son autorité et la nouveauté, la bonne nouvelle, l'évangile qui arrive avec lui."
Rhap_M2003-1,0,9,nous,nous,1,y,"c'est la première journée de Jésus que nous venons d'entendre, la première journée où il manifeste son autorité et la nouveauté, la bonne nouvelle, l'évangile qui arrive avec lui."
Rhap_M2003-2,1,2,vous,vous,5,y,et vous l'avez remarqué en écoutant l'évangile.
Rhap_M2003-3,2,1,Jésus,Jésus,2,y,Jésus ne dit rien avant la fin de l'épisode.
Rhap_M2003-5,4,9,belle,belle,1,y,"il fait, d'abord, lever la belle-mère de Pierre."
Rhap_M2003-5,4,10,mère,mère,1,y,"il fait, d'abord, lever la belle-mère de Pierre."
Rhap_M2003-8,7,1,il,lui,4,y,"il chasse beaucoup d'esprits, ce qui fait du mal aux gens."
Rhap_M2003-8,7,13,gens,gens,1,y,"il chasse beaucoup d'esprits, ce qui fait du mal aux gens."
Rhap_M2003-9,8,12,Jésus,Jésus,2,y,"avant de parler, avant toute parole, la vie de Jésus est une action, est une action salutaire."
Rhap_M2003-11,10,6,évangile,évangile,4,y,"en fait, tout l'évangile nous montre un Jésus qui remet l'humanité debout."
Rhap_M2003-11,10,7,nous,nous,5,y,"en fait, tout l'évangile nous montre un Jésus qui remet l'humanité debout."
Rhap_M2003-11,10,10,Jésus,Jésus,72,y,"en fait, tout l'évangile nous montre un Jésus qui remet l'humanité debout."
Rhap_M2003-11,10,14,humanité,humanité,1,y,"en fait, tout l'évangile nous montre un Jésus qui remet l'humanité debout."
Rhap_M2003-12,11,13,belle,belle,1,y,"et aujourd'hui, dans sa première journée, il fait de la belle-mère de Pierre une des toutes premières disciples."
Rhap_M2003-12,11,14,mère,mère,1,y,"et aujourd'hui, dans sa première journée, il fait de la belle-mère de Pierre une des toutes premières disciples."
Rhap_M2003-12,11,21,disciples,disciple,1,y,"et aujourd'hui, dans sa première journée, il fait de la belle-mère de Pierre une des toutes premières disciples."
Rhap_M2003-13,12,12,apôtre,apôtre,5,y,"l'évangile, la bonne nouvelle, comme le répète l'apôtre Paul, la bonne nouvelle en la personne de Jésus, c'est, d'abord, une action, une action pour restaurer la dignité de la personne humaine, une action pour rétablir la personne en sa qualité de sujet de parole, une action pour rétablir les uns et les autres dans les relations avec les uns et avec les autres."
Rhap_M2003-13,12,13,Paul,Paul,2,y,"l'évangile, la bonne nouvelle, comme le répète l'apôtre Paul, la bonne nouvelle en la personne de Jésus, c'est, d'abord, une action, une action pour restaurer la dignité de la personne humaine, une action pour rétablir la personne en sa qualité de sujet de parole, une action pour rétablir les uns et les autres dans les relations avec les uns et avec les autres."
Rhap_M2003-13,12,20,personne,personne,1,y,"l'évangile, la bonne nouvelle, comme le répète l'apôtre Paul, la bonne nouvelle en la personne de Jésus, c'est, d'abord, une action, une action pour restaurer la dignité de la personne humaine, une action pour rétablir la personne en sa qualité de sujet de parole, une action pour rétablir les uns et les autres dans les relations avec les uns et avec les autres."
Rhap_M2003-13,12,22,Jésus,Jésus,2,y,"l'évangile, la bonne nouvelle, comme le répète l'apôtre Paul, la bonne nouvelle en la personne de Jésus, c'est, d'abord, une action, une action pour restaurer la dignité de la personne humaine, une action pour rétablir la personne en sa qualité de sujet de parole, une action pour rétablir les uns et les autres dans les relations avec les uns et avec les autres."
Rhap_M2003-13,12,41,personne,personne,1,y,"l'évangile, la bonne nouvelle, comme le répète l'apôtre Paul, la bonne nouvelle en la personne de Jésus, c'est, d'abord, une action, une action pour restaurer la dignité de la personne humaine, une action pour rétablir la personne en sa qualité de sujet de parole, une action pour rétablir les uns et les autres dans les relations avec les uns et avec les autres."
Rhap_M2003-13,12,49,personne,personne,1,y,"l'évangile, la bonne nouvelle, comme le répète l'apôtre Paul, la bonne nouvelle en la personne de Jésus, c'est, d'abord, une action, une action pour restaurer la dignité de la personne humaine, une action pour rétablir la personne en sa qualité de sujet de parole, une action pour rétablir les uns et les autres dans les relations avec les uns et avec les autres."
Rhap_M2003-13,12,66,autres,autre,1,y,"l'évangile, la bonne nouvelle, comme le répète l'apôtre Paul, la bonne nouvelle en la personne de Jésus, c'est, d'abord, une action, une action pour restaurer la dignité de la personne humaine, une action pour rétablir la personne en sa qualité de sujet de parole, une action pour rétablir les uns et les autres dans les relations avec les uns et avec les autres."
Rhap_M2003-13,12,76,autres,autre,1,y,"l'évangile, la bonne nouvelle, comme le répète l'apôtre Paul, la bonne nouvelle en la personne de Jésus, c'est, d'abord, une action, une action pour restaurer la dignité de la personne humaine, une action pour rétablir la personne en sa qualité de sujet de parole, une action pour rétablir les uns et les autres dans les relations avec les uns et avec les autres."
Rhap_M2003-14,13,1,Jésus,Jésus,2,y,Jésus ne pose même pas ses gestes de bonté comme des appels à la foi.
Rhap_M2003-15,15,10,il,lui,4,y,"en ses gestes, dans ce premier jour, il inaugure en sa personne la venue de Dieu parmi les Hommes, la venue définitive de Dieu pour rétablir l'humanité dans sa vocation et dans sa dignité."
Rhap_M2003-15,15,14,personne,personne,1,y,"en ses gestes, dans ce premier jour, il inaugure en sa personne la venue de Dieu parmi les Hommes, la venue définitive de Dieu pour rétablir l'humanité dans sa vocation et dans sa dignité."
Rhap_M2003-15,15,31,humanité,humanité,1,y,"en ses gestes, dans ce premier jour, il inaugure en sa personne la venue de Dieu parmi les Hommes, la venue définitive de Dieu pour rétablir l'humanité dans sa vocation et dans sa dignité."
Rhap_M2003-16,16,11,-vous,vous,1,y,"son message initial au tout début de l'évangile convertissez-vous, le royaume de Dieu est proche de vous, son message s'inscrit aujourd'hui dans sa personne."
Rhap_M2003-16,16,20,vous,vous,1,y,"son message initial au tout début de l'évangile convertissez-vous, le royaume de Dieu est proche de vous, son message s'inscrit aujourd'hui dans sa personne."
Rhap_M2003-16,16,29,personne,personne,1,y,"son message initial au tout début de l'évangile convertissez-vous, le royaume de Dieu est proche de vous, son message s'inscrit aujourd'hui dans sa personne."
Rhap_M2003-18,18,10,Jésus,Jésus,6,y,"plus encore, dans l'évangile d'aujourd'hui, Jésus s'accorde le pouvoir de guérir et de chasser les esprits mauvais."
Rhap_M2003-19,19,3,en,en,4,y,"il n'en appelle plus, comme on le faisait en son temps, à Salomon, comme le faisaient des guérisseurs de son temps."
Rhap_M2003-19,19,8,on,on,1,y,"il n'en appelle plus, comme on le faisait en son temps, à Salomon, comme le faisaient des guérisseurs de son temps."
Rhap_M2003-19,19,22,guérisseurs,guérisseur,1,y,"il n'en appelle plus, comme on le faisait en son temps, à Salomon, comme le faisaient des guérisseurs de son temps."
Rhap_M2003-20,20,6,chef,chef,1,y,il guérit de son propre chef les malades.
Rhap_M2003-21,21,10,ceux,celui,70,y,c'est sa propre vie qu'il communique à ceux qu'il rencontre.
Rhap_M2003-21,21,12,il,lui,4,y,c'est sa propre vie qu'il communique à ceux qu'il rencontre.
Rhap_M2003-22,22,7,il,lui,4,y,"c'est sa propre autorité qu'il engage, l'autorité de sa vie."
