id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
Rhap_M1003-2,1,5,je,moi,1,y,"donc, euh, je me présente de façon brève."
Rhap_M1003-2,1,6,me,moi,1,y,"donc, euh, je me présente de façon brève."
Rhap_M1003-3,2,1,je,moi,1,y,je m'appelle Angelina.
Rhap_M1003-3,2,2,m',moi,1,y,je m'appelle Angelina.
Rhap_M1003-3,2,4,Angelina,Angelina,4,y,je m'appelle Angelina.
Rhap_M1003-4,3,1,j',moi,1,y,j'ai dix-huit ans.
Rhap_M1003-5,4,1,j',moi,1,y,"j'ai obtenu mon bac l'année dernière, donc, euh, section économique et sociale."
Rhap_M1003-6,5,5,je,moi,5,y,"alors, ce que je souhaiterais faire de ma vie, c'est devenir professeur d'italien à savoir certifié, donc, euh, enseigner au collège ainsi qu'au lycée."
Rhap_M1003-6,5,15,professeur,professeur,1,y,"alors, ce que je souhaiterais faire de ma vie, c'est devenir professeur d'italien à savoir certifié, donc, euh, enseigner au collège ainsi qu'au lycée."
Rhap_M1003-7,6,28,on,on,1,y,"donc, euh, l'enseignement, euh, c'est le fait de transmettre, euh, ses compétences et ses acquis, les choses qu'on a acquis tout au long de ses années d'études mais également de façon personnelle et, euh, afin d'offrir les clés, les, les outils nécessaires à la réussite à une classe, donc à un groupe d'élèves."
Rhap_M1003-7,6,64,classe,classe,4,y,"donc, euh, l'enseignement, euh, c'est le fait de transmettre, euh, ses compétences et ses acquis, les choses qu'on a acquis tout au long de ses années d'études mais également de façon personnelle et, euh, afin d'offrir les clés, les, les outils nécessaires à la réussite à une classe, donc à un groupe d'élèves."
Rhap_M1003-7,6,69,groupe,groupe,1,y,"donc, euh, l'enseignement, euh, c'est le fait de transmettre, euh, ses compétences et ses acquis, les choses qu'on a acquis tout au long de ses années d'études mais également de façon personnelle et, euh, afin d'offrir les clés, les, les outils nécessaires à la réussite à une classe, donc à un groupe d'élèves."
Rhap_M1003-7,6,71,élèves,élève,1,y,"donc, euh, l'enseignement, euh, c'est le fait de transmettre, euh, ses compétences et ses acquis, les choses qu'on a acquis tout au long de ses années d'études mais également de façon personnelle et, euh, afin d'offrir les clés, les, les outils nécessaires à la réussite à une classe, donc à un groupe d'élèves."
Rhap_M1003-9,8,3,élèves,élève,1,y,car les élèves sont souvent complexes et également fragiles.
Rhap_M1003-10,9,10,méthodes,méthode,70,n,"euh, il faut, également, proposer des méthodes pédagogiques qui, qui visent à intéresser, euh, donc son auditoire, donc sa classe, euh, pour parvenir à de très bons résultats."
Rhap_M1003-10,9,23,auditoire,auditoire,5,y,"euh, il faut, également, proposer des méthodes pédagogiques qui, qui visent à intéresser, euh, donc son auditoire, donc sa classe, euh, pour parvenir à de très bons résultats."
Rhap_M1003-12,11,11,métier,métier,4,n,"donc, euh, par ailleurs, euh, ce métier peut nous emmener, euh, nous amener, également, à nous déplacer, donc, lors de sorties qui peuvent être plus ou moins importantes."
Rhap_M1003-12,11,13,nous,nous,5,y,"donc, euh, par ailleurs, euh, ce métier peut nous emmener, euh, nous amener, également, à nous déplacer, donc, lors de sorties qui peuvent être plus ou moins importantes."
Rhap_M1003-12,11,18,nous,nous,1,y,"donc, euh, par ailleurs, euh, ce métier peut nous emmener, euh, nous amener, également, à nous déplacer, donc, lors de sorties qui peuvent être plus ou moins importantes."
Rhap_M1003-12,11,24,nous,nous,1,y,"donc, euh, par ailleurs, euh, ce métier peut nous emmener, euh, nous amener, également, à nous déplacer, donc, lors de sorties qui peuvent être plus ou moins importantes."
Rhap_M1003-12,11,31,sorties,sortie,70,n,"donc, euh, par ailleurs, euh, ce métier peut nous emmener, euh, nous amener, également, à nous déplacer, donc, lors de sorties qui peuvent être plus ou moins importantes."
Rhap_M1003-13,12,3,ça,ça,4,n,"donc, ça peut être dans la région, comme, euh, à l'étranger et en particulier lorsqu'on enseigne une langue."
Rhap_M1003-13,12,16,étranger,étranger,1,n,"donc, ça peut être dans la région, comme, euh, à l'étranger et en particulier lorsqu'on enseigne une langue."
Rhap_M1003-13,12,21,on,on,5,y,"donc, ça peut être dans la région, comme, euh, à l'étranger et en particulier lorsqu'on enseigne une langue."
Rhap_M1003-14,13,17,public,public,1,n,"donc, euh, ce métier s'exerce ou dans le privé, ou dans le public."
Rhap_M1003-17,14,4,me,moi,5,y,"en ce qui me concerne, j'aimerais enseigner dans un établissement public."
Rhap_M1003-17,14,7,j',moi,5,y,"en ce qui me concerne, j'aimerais enseigner dans un établissement public."
Rhap_M1003-19,16,4,professeur,professeur,1,y,"donc, un professeur certifié, euh, donc, travaille dix-huit heures, euh, par semaine, donc hebdomadaires."
Rhap_M1003-20,17,3,j',moi,5,y,"donc, j'ai réalisé une enquête métier qui a mis, euh, fortement en valeur le fait que cette profession est véritablement réservée aux personnes non seulement passionnées par la matière qu'ils enseignent mais également par l'enseignement."
Rhap_M1003-20,17,7,enquête,enquête,70,n,"donc, j'ai réalisé une enquête métier qui a mis, euh, fortement en valeur le fait que cette profession est véritablement réservée aux personnes non seulement passionnées par la matière qu'ils enseignent mais également par l'enseignement."
Rhap_M1003-20,17,27,personnes,personne,1,y,"donc, j'ai réalisé une enquête métier qui a mis, euh, fortement en valeur le fait que cette profession est véritablement réservée aux personnes non seulement passionnées par la matière qu'ils enseignent mais également par l'enseignement."
Rhap_M1003-20,17,35,ils,eux,4,y,"donc, j'ai réalisé une enquête métier qui a mis, euh, fortement en valeur le fait que cette profession est véritablement réservée aux personnes non seulement passionnées par la matière qu'ils enseignent mais également par l'enseignement."
Rhap_M1003-21,18,3,on,on,1,y,"parce qu'on remarque, euh, ass~, euh, de façon, euh, on remarque bien que le salaire n'est ni en adéquation avec le nombre d'années, euh, avec le nombre d'études suivies, ni avec le travail à fournir, personnel que l'on fournit."
