id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
Rhap_M0018-1,0,9,on,on,5,y,"et ça enchaîne sur une seconde scène où on voit une femme, euh, qui, a priori, est pauvre, euh, et qui passe à l'endroit où un boulanger vient de se stationner avec des baguettes de pain, qui prend du pain, traverse, euh, enfin sort de sa voiture, rentre dans une boutique."
Rhap_M0018-1,0,12,femme,femme,1,y,"et ça enchaîne sur une seconde scène où on voit une femme, euh, qui, a priori, est pauvre, euh, et qui passe à l'endroit où un boulanger vient de se stationner avec des baguettes de pain, qui prend du pain, traverse, euh, enfin sort de sa voiture, rentre dans une boutique."
Rhap_M0018-1,0,34,boulanger,boulanger,1,y,"et ça enchaîne sur une seconde scène où on voit une femme, euh, qui, a priori, est pauvre, euh, et qui passe à l'endroit où un boulanger vient de se stationner avec des baguettes de pain, qui prend du pain, traverse, euh, enfin sort de sa voiture, rentre dans une boutique."
Rhap_M0018-2,1,6,fille,fille,1,y,"et au moment où la fille passe et qu'elle voit le manque d'attention du boulanger, elle prend un bout de pain."
Rhap_M0018-2,1,10,elle,lui,4,y,"et au moment où la fille passe et qu'elle voit le manque d'attention du boulanger, elle prend un bout de pain."
Rhap_M0018-2,1,17,boulanger,boulanger,1,y,"et au moment où la fille passe et qu'elle voit le manque d'attention du boulanger, elle prend un bout de pain."
Rhap_M0018-4,3,12,dame,dame,5,y,"mais à ce moment-là, elle est vue par une dame plutôt âgée et bonne bourgeoise, euh, voilà, tout le conflit social dans cette petite anecdote, c'est marrant, et, euh, qui, bien évidemment, euh, délate, euh, le vol, euh, au boulanger lorsqu'il ressort de la boutique."
Rhap_M0018-4,3,57,boulanger,boulanger,1,y,"mais à ce moment-là, elle est vue par une dame plutôt âgée et bonne bourgeoise, euh, voilà, tout le conflit social dans cette petite anecdote, c'est marrant, et, euh, qui, bien évidemment, euh, délate, euh, le vol, euh, au boulanger lorsqu'il ressort de la boutique."
Rhap_M0018-6,5,3,boulanger,boulanger,1,y,réaction du boulanger.
Rhap_M0018-7,6,8,j',moi,1,y,"pendant que ça se passait ça, j'ai pas fait dans l'ordre, on voit la fille qui, donc qui part, euh, avec son bout de pain au moment où Charlie Chaplin arrive sur le trottoir où ils se heurtent sauvagement et tombent par terre dans les bras l'un de l'autre."
Rhap_M0018-7,6,16,on,on,5,y,"pendant que ça se passait ça, j'ai pas fait dans l'ordre, on voit la fille qui, donc qui part, euh, avec son bout de pain au moment où Charlie Chaplin arrive sur le trottoir où ils se heurtent sauvagement et tombent par terre dans les bras l'un de l'autre."
Rhap_M0018-7,6,19,fille,fille,1,y,"pendant que ça se passait ça, j'ai pas fait dans l'ordre, on voit la fille qui, donc qui part, euh, avec son bout de pain au moment où Charlie Chaplin arrive sur le trottoir où ils se heurtent sauvagement et tombent par terre dans les bras l'un de l'autre."
Rhap_M0018-7,6,36,Charlie,Charlie,2,y,"pendant que ça se passait ça, j'ai pas fait dans l'ordre, on voit la fille qui, donc qui part, euh, avec son bout de pain au moment où Charlie Chaplin arrive sur le trottoir où ils se heurtent sauvagement et tombent par terre dans les bras l'un de l'autre."
Rhap_M0018-7,6,58,autre,autre,1,y,"pendant que ça se passait ça, j'ai pas fait dans l'ordre, on voit la fille qui, donc qui part, euh, avec son bout de pain au moment où Charlie Chaplin arrive sur le trottoir où ils se heurtent sauvagement et tombent par terre dans les bras l'un de l'autre."
Rhap_M0018-9,8,7,je,moi,1,y,"et puis à la fin, je suis un peu déconcentré."
Rhap_M0018-10,9,18,boulanger,boulanger,1,y,"mais, euh, et ça se termine un peu en coupure où, euh, le boulanger, enfin, la, la vieille dame rejoint, la bourgeoise rejoint le boulanger après que la fille soit par terre et Charlie, ou Charlie Chaplin soit par terre et la fille soit partie."
Rhap_M0018-10,9,26,dame,dame,1,y,"mais, euh, et ça se termine un peu en coupure où, euh, le boulanger, enfin, la, la vieille dame rejoint, la bourgeoise rejoint le boulanger après que la fille soit par terre et Charlie, ou Charlie Chaplin soit par terre et la fille soit partie."
Rhap_M0018-10,9,33,boulanger,boulanger,1,y,"mais, euh, et ça se termine un peu en coupure où, euh, le boulanger, enfin, la, la vieille dame rejoint, la bourgeoise rejoint le boulanger après que la fille soit par terre et Charlie, ou Charlie Chaplin soit par terre et la fille soit partie."
Rhap_M0018-10,9,37,fille,fille,1,y,"mais, euh, et ça se termine un peu en coupure où, euh, le boulanger, enfin, la, la vieille dame rejoint, la bourgeoise rejoint le boulanger après que la fille soit par terre et Charlie, ou Charlie Chaplin soit par terre et la fille soit partie."
Rhap_M0018-10,9,42,Charlie,Charlie,10,y,"mais, euh, et ça se termine un peu en coupure où, euh, le boulanger, enfin, la, la vieille dame rejoint, la bourgeoise rejoint le boulanger après que la fille soit par terre et Charlie, ou Charlie Chaplin soit par terre et la fille soit partie."
Rhap_M0018-10,9,45,Charlie,Charlie,2,y,"mais, euh, et ça se termine un peu en coupure où, euh, le boulanger, enfin, la, la vieille dame rejoint, la bourgeoise rejoint le boulanger après que la fille soit par terre et Charlie, ou Charlie Chaplin soit par terre et la fille soit partie."
Rhap_M0018-10,9,52,fille,fille,1,y,"mais, euh, et ça se termine un peu en coupure où, euh, le boulanger, enfin, la, la vieille dame rejoint, la bourgeoise rejoint le boulanger après que la fille soit par terre et Charlie, ou Charlie Chaplin soit par terre et la fille soit partie."
Rhap_M0018-11,10,1,je,moi,1,y,je vois plus.
